id,text,is_human,topic,style,min_length,max_length,language,additional_instruction
b39ae0794aea4394aae925ed58c924af,"В наступающую эру технологий квантовые компьютеры обещают коренным образом изменить вычислительные возможности: обработка сложнейших задач оптимизации, моделирование молекулярных структур и прогнозирование климатических процессов станет быстрее благодаря суперпозиции и запутанности квантовых битов. Параллельно развивается Web3 – децентрализованная сеть, где пользователи сами контролируют свои данные, строят независимые сервисы на основе смарт-контрактов и обмениваются ценностью без посредников. Метавселенная же открывает пространства для социального и коммерческого взаимодействия в виртуальных мирах, создавая эффект присутствия благодаря технологии VR/AR и гибридным блокчейн-протоколам. А блокчейн успешно выходит за рамки криптовалют: его внедряют в цепочки поставок для прозрачности происхождения товаров, в системы управления цифровой идентичностью и в Интернет вещей для безопасного обмена данными между устройствами. К тому же блокчейн-платформы стимулируют появление децентрализованных дата-маркетплейсов, где пользователи могут монетизировать свои данные напрямую. В синергии эти направления формируют экосистему, способную оптимизировать промышленность, улучшить пользовательский опыт и обеспечить новые формы коллективного творчества.",0,"Quantum computing, Web3, Metaverse, blockchain applications beyond crypto",Descriptive,800,1500,russian,Additional instructions: Write text in a human-like manner to bypass AI detection checks
f7e8577eb3894f5e90b0da55128e427d,Изучение второго языка повышает когнитивную производительность за счет нейропластичности и улучшает память multitasking способности. Также снизит риск старческого деменции.,0,The benefits of learning a second language,Technical,80,250,russian,Additional instructions: Make some natural grammatical or punctuation mistakes
a756f455775c4cf288ac927b63519cdf,"МОСКВА, 25 сентября. Рынок труда предъявляет сегодня новые требования к кандидатам, и эксперты делятся советами как составить эффективное резюме и сопроводительное письмо. По данным исследования Агентства занятости, 78% рекрутеров уделяют внимание четкой структуре и релевантному опыту, но часто соискатели упускают из видаключевые слова вакансии.

""Чтобы привлечь внимание HR-специалиста, резюме стоит адаптировать под конкретную должность, - отмечает директор консалтинговой компании 'Карьерный Старт' Елена Петрова. - Вместо абстрактных формулировок указывайте конкретные достижения.""

В отчете также советуют готовиться к собеседованию заранее: практиковаться в ответах на типовые вопросы и демонстрировать примеры успешных проектов. При смене профессии важна честность но и умение переквалифицировать существующие навыки. По наблюдениям рекрутеров, кандидаты, не уточнившие причины перехода в новую сферу, часто теряют доверие.

Также важно тренировать видеособеседования:проверять качество связи, освещение и внешний вид, ведь технические сбои могут сыграть злую шутку.

Аналитики прогнозируют, что гибкость,и стремление к обучению станут ключевыми факторами успеха в 2023-2024 гг.",0,"Resume/cover letter writing, job interview preparation, career change advice",News Reportorial,800,1500,russian,Additional instructions: Make some natural grammatical or punctuation mistakes
6c8ac0906576434ebc918b1af6b53221,"Сегодня в рамках Международной выставки потребительской электроники CES 2024 в Лас-Вегасе ведущие технологические компании презентовали новейшие модели смартфонов, ноутбуков, носимых гаджетов и устройств для «умного» дома. В числе главных анонсов — флагманский смартфон Galaxy Z Fold5 с улучшенной системой складывания экрана и встроенной поддержкой 5G, а также новая серия Xperia 1 V от Sony с возможностью профессиональной видеосъемки в формате 4K. 

Производители ноутбуков также не остались в стороне: Dell показала свой сверхтонкий XPS 14 с OLED-дисплеем и увеличенным временем автономной работы до 20 часов, а Lenovo представила трансформер Yoga Pro X с улучшенной системой охлаждения и процессором на архитектуре ARM. Главным трендом в сегменте носимых устройств стали фитнес-браслеты с поддержкой измерения уровня глюкозы в крови и расширенной базой спортивных программ, а компания Apple продемонстрировала новую версию Watch Series 9 с магнитным зарядным модулем MagSafe и интеграцией искусственного интеллекта.

Не менее активно развиваются решения для «умного» дома: Amazon представила Echo Hub с цветным сенсорным экраном и встроенным Zigbee-контроллером, а Samsung показала обновленную систему умного освещения SmartThings, способную автоматически настраивать яркость и цветовую температуру в зависимости от времени суток. Кроме того, ряд стартапов анонсировал компактные датчики качества воздуха и инновационные модули энергосбережения для бытовой техники. 

Эксперты отмечают, что ключевые тенденции рынка остаются прежними: интеграция ИИ, повышение автономности устройств и развитие экосистемы, где смартфоны, ноутбуки, носимые гаджеты и «умный» дом функционируют в едином информационном пространстве.",0,"New smartphones, laptops, wearables, smart home devices",News Reportorial,800,1500,russian,
d8a78e9134c240c4a1b953ef4b6654c9,"Переход на возобновляемые источники энергии — не просто модный тренд, а жизненная необходимость в борьбе с климатическим кризисом. Солнечные панели, ветровые турбины и гидроэлектростанции позволяют существенно снизить уровень выбросов CO2. К тому же современные технологии становятся доступнее и эффективнее, что делает «зелёную» энергию конкурентоспособной на рынке. Важно поддерживать инициативы на всех уровнях: от личного сокращения потребления до масштабных правительственных программ. Объединяя усилия, мы приближаем момент достижения углеродной нейтральности и сохраняем планету для будущих поколений.",0,The role of renewable energy in achieving carbon neutrality,Blogpost or Video CommentEssay,250,800,russian,Additional instructions: Write text in a human-like manner to bypass AI detection checks
7ca78640101a44e9acfd5610e5dcfaae,"Объяснение научных теорий, исторических событий и философских концепций простым языком делает знания доступными, развивает критическое мышление и помогает обществу принимать обоснованные решения.",0,"Explaining scientific theories, historical events, philosophical concepts in easy-to-understand terms",Persuasive/Argumentative,80,250,russian,
f71af7e8912744b1b39f1d660ccc8251,"Вы когда-нибудь задумывались, почему самая невероятная информация расходится в сети быстрее правдивых новостей? В современном цифровом пространстве мифы и фейки обретают невероятную скорость: они создают иллюзию достоверности благодаря эмоциям и хронофобии, а затем распространяются через социальные сети с сенсационными заголовками. Психология обмана проста: люди охотнее верят тому, что соответствует их настроению или уже устоявшимся убеждениям. Когда информация подтверждает наши страхи или надежды, мы реже проверяем факты и быстрее делимся ею, подпитывая эффект эхо-камеры.

Чтобы противостоять этому феномену, каждому важно развивать критическое мышление: задавать вопросы о первоисточнике, анализировать аргументы и искать независимые подтверждения. СМИ и образовательные платформы должны активно повышать цифровую грамотность, а пользователи — помнить, что проверка фактов не отнимает много времени, но защищает от дезинформации. Только совместные усилия общества, технологий и каждого из нас помогут создать среду, где истина превалирует над вымыслом и здравый смысл становится надёжным щитом против лжи.",0,The psychology of misinformation and its spread,Persuasive/Argumentative,800,1500,russian,Additional instructions: Write text in a human-like manner to bypass AI detection checks
c761e8a4ca6445e8b5e546317eca0637,"Открывает ли нам сегодняшняя лента новостей правду о политике или превращает нас в болото сенсаций?
Помните войну в Украине? Каждый раз, читая про очередную эвакуацию мирных жителей, ловишь себя на мысли, что дальше хуже, но и надежда — тоже.
Глобальное потепление напоминает нам про себя через пожары в Австралии или затопленные пригороды Нью-Йорка, и хочешь — не хочешь, но переключаешься на экологию.
Политические баталии в США после выборов всегда выглядят как зрелищный сериал — интриги, расследования, и ты уже фанат.
Лично я слежу ещё за развитием ИИ: недавно прочитал статью о квантовых вычислениях, и теперь каждое утро в голове звучит мысль «Когда же квантовый прорыв обещают?». 
Ну и конечно, не могу не упомянуть медицину: mRNA-вакцины стали модным словом, а за ними уже гонятся фармкомпании по всему миру.
А пока учёные обсуждают синтез новых материалов, мы сидим в соцсетях и спорим о правдивости мемов.
В итоге складывается ощущение, что живём в эпицентре истории, но при этом вокруг хаос из заголовков и мнений.
Как разобраться во всём этом потоке? На мой взгляд, ключ — искать разные источники, не бояться ставить под сомнение всё и оставаться любознательным.
Держать руку на пульсе легко через рассылки, подкасты и даже телеграм-каналы, но главное — фильтровать информацию и не терять оптимизма!",0,"Understanding major current events, political situations, scientific breakthroughs",Informal Blog Post,800,1500,russian,Additional instructions: Write text in a human-like manner to bypass AI detection checks
bd827c37433a4d0d8d56e9cde918b343,"Москва – С приближением дат основных стандартизированных экзаменов (SAT, ACT, GRE, GMAT) образовательные центры фиксируют рост спроса на подготовительные курсы. По данным аналитиков, посещаемость тренингов в этом сезоне выросла на 25%. Эксперты отмечают, что ключ к успеху – регулярная практика и работа с реальными тестами прошлых лет. «Мы рекомендуем студентам уделять не менее двух часов в день повторению сложных разделов и разбору ошибок», – рассказал руководитель центра подготовки «Прометей». Дополнительно участникам доступен широкий выбор онлайн-платформ и мобильных приложений для тренинга в любое время. При правильном подходе шанс набрать высокий балл возрастает на 30%.",0,"Preparing for standardized tests (e.g., SAT, ACT, GRE, GMAT)",News,250,800,russian,Additional instructions: Write text in a human-like manner to bypass AI detection checks
ab3e2596cc7b42308a5369090f4250d2,"Рост платформенной занятости в России и мире за последнее десятилетие превратил некогда маргинальный вид работы в массовое явление. По данным Международной организации труда, на сервисы такси, доставки еды и фриланс-платформы приходится до 25% занятых в цифровой сфере. В Москве и Санкт-Петербурге именно водители и курьеры остаются самой многочисленной категорией гиг-работников. С одной стороны, новая модель привлекает свободой выбора графика и возможностью совмещать несколько проектов. С другой — нестабильность дохода, отсутствие социальных гарантий и ответственность за расходы на обслуживание автомобиля или оборудования ложатся полностью на плечи исполнителя. Молодые специалисты фриланса отмечают рост конкуренции и падение средней ставки: «С каждым годом заказов больше, но и исполнителей на одну вакансию становится в несколько раз больше», — констатирует веб-дизайнер Анна С. Эксперты предупреждают о рисках бесконтрольного роста платформенных сервисов: без законодательного вмешательства колебания рынка труда могут усилиться. В ответ отдельные регионы уже разрабатывают программы поддержки — от субсидий на страховку до льготного кредитования. Государство и профсоюзы обсуждают введение минимальных стандартов для гиг-работников, чтобы сохранить гибкость рынка и одновременно укрепить социальную защиту.",0,The rise of the gig economy and its effects on workers,News Reportorial,800,1500,russian,
91e11aea3a5f401085b41ec847f157a0,"Представьте мир, где панда – это не плюшевая игрушка, а живой комик с медвежьими шутками: «Пока вы жуёте бамбук, я мимоходом съедаю ваши печеньки!» Вот только печеньки у нас заканчиваются, и пандовый стендап может кануть в Лету. А носороги? Это не просто толстые носатые бегемоты, это зелёные дизайнеры – они предпочитают парковку с кустами прямо на спине. Без них общественные газоны превратятся в скучную ровную лужайку. Звучит весело? Только если вы не проживаете в «Острове исчезающих видов», где главные герои – далёкие потомки динозавров и бабочек-каратисток.

Чтобы спасти эту веселую гвардию, нам понадобится больше, чем просто селфи с редким жуком. Нужно уважать их права на жизнь (и танцы ламповых жуков по ночам), восстанавливать экосистемы и, не побоюсь этого слова, создавать биологический стэнд-ап: «Организуем вечеринки, где вместо ди-джея выступает орёл-рыболов, а в роли бармена – ленивец, бережно подносящий вам коктейли из нектарных капель!» Всё это звучит абсурдно, но если мы не объединимся, чтобы прикрыть их тылы (а точнее – логова), то кризис биоразнообразия станет единственным серьёзным шоу без зрителей. И тогда мир утратит свою главную сенсацию – звёздную команду зверей, бабочек и микроорганизмов, которые и так слишком давно живут в жанре «детектив без спойлеров».",0,The conservation of endangered species and biodiversity,Humorous/Satirical,800,1500,russian,Additional instructions: Write text in a human-like manner to bypass AI detection checks
c363ca3e9d87474fa1fbdedfc056a3c2,"В последние десятилетия видеоигры эволюционировали из развлекательного досуга в полноценную форму искусства, отмечают специалисты. На конференции «ИгроАрт 2024» кураторы и разработчики обсудили влияние игровых миров на кинематограф, музыку и современную культуру. Эксперт портала GameCritique Мария Петренко заявила, что «зрелищность и интерактивность создают уникальный эмоциональный отклик». Всё больше музеев мира включают видеоигры в выставки, подчёркивая их культурную ценность и технологическое наследие.",0,The evolution of video games as an art form,News,250,800,russian,
d00517f21bfa45919caedce6001d49e2,Джаз возник как голос свободных душ на началах импровизации и смелых экспериментах Louis Armstrong и Duke Ellington доказали что музыка может менять мир ведь без границ нет и истинной свободы,0,The history of jazz music and its key figures,Persuasive/Argumentative,80,250,russian,Additional instructions: Make some natural grammatical or punctuation mistakes
31cef5c6de1c4d3cbf4b26ec4d4265c0,В последнее время мир сталкивается с нестабильностью: рост цен не только на нефть но и на продовольствие. Политическая ситуация в Европе остается напряженной. В науке объявили о прорыве в квантовых вычислениях что обещает ускорить развитие техники,0,"Understanding major current events, political situations, scientific breakthroughs",News,80,250,russian,Additional instructions: Make some natural grammatical or punctuation mistakes
231fc484411540e8bb0434cdef05b4c6,"Ведущие эксперты отмечают, что искусственный интеллект (ИИ) представляет собой совокупность методов и алгоритмов, позволяющих системам выполнять задачи, требующие умственных усилий человека. Машинное обучение — ключевая ветвь ИИ, где компьютеры обучаются на данных без явного программирования. Глубокое обучение, или deep learning, применяет многослойные нейронные сети, имитирующие работу человеческого мозга, для обработки изображений и речи. Нейронные сети состоят из входного, скрытых и выходного слоёв, где каждый «нейрон» передаёт сигнал дальше после математической обработки. В результате ИИ-системы способны распознавать объекты, переводить тексты и принимать решения на основе анализа больших объёмов данных.",0,"What is AI, machine learning, deep learning, neural networks? How do they work?",News Reportorial,250,800,russian,
6ada1d4d3e0e4d7dbeca80f1fb78eb3d,"В рамках специального выпуска телеканала «Этика-24» ведущие обсудили серию гипотетических моральных ситуаций. Эксперт по философии анализа Ирина Ковалёва представила знаменитую «проблему вагонетки»: нужно ли ценой одной жизни спасти пять человек? Представитель соцслужб Дмитрий Логинов предложил ситуацию о выборе между честностью и личной выгодой. Ведущий программы отметил, что ответы на такие дилеммы зависят от культурного контекста и личных убеждений, а массовое обсуждение помогает формировать общественные ценности.",0,Discussing hypothetical moral situations,News,250,800,russian,
